Start Time, Fri Nov 18 12:37:33 GMT+0100 2005
Energy calibration,  Offset: 0, Slope: 1, Quadratic: 0
Live Time (s), 1195.3305407999999
Real Time (s), 1200.0005408
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
670, 670, 11
671, 671, 12
672, 672, 17
673, 673, 12
674, 674, 11
675, 675, 17
676, 676, 16
677, 677, 14
678, 678, 10
679, 679, 8
680, 680, 10
681, 681, 9
682, 682, 10
683, 683, 8
684, 684, 14
685, 685, 12
686, 686, 11
687, 687, 14
688, 688, 11
689, 689, 9
690, 690, 5
691, 691, 15
692, 692, 20
693, 693, 12
694, 694, 10
695, 695, 10
696, 696, 9
697, 697, 16
698, 698, 12
699, 699, 8
700, 700, 13
701, 701, 6
702, 702, 15
703, 703, 8
704, 704, 7
705, 705, 5
706, 706, 10
707, 707, 7
708, 708, 16
709, 709, 7
710, 710, 8
711, 711, 15
712, 712, 9
713, 713, 4
714, 714, 6
715, 715, 4
716, 716, 13
717, 717, 10
718, 718, 11
719, 719, 9
720, 720, 14
721, 721, 17
722, 722, 7
723, 723, 12
724, 724, 11
725, 725, 7
726, 726, 14
727, 727, 12
728, 728, 12
729, 729, 17
730, 730, 8
731, 731, 6
732, 732, 4
733, 733, 8
734, 734, 10
735, 735, 10
736, 736, 11
737, 737, 6
738, 738, 17
739, 739, 17
740, 740, 19
741, 741, 9
742, 742, 8
743, 743, 13
744, 744, 17
745, 745, 2
746, 746, 12
747, 747, 16
748, 748, 9
749, 749, 6
750, 750, 8
751, 751, 9
752, 752, 12
753, 753, 7
754, 754, 9
755, 755, 6
756, 756, 12
757, 757, 4
758, 758, 12
759, 759, 14
760, 760, 9
761, 761, 13
762, 762, 21
763, 763, 14
764, 764, 17
765, 765, 12
766, 766, 13
767, 767, 10
768, 768, 7
769, 769, 8
770, 770, 17
771, 771, 10
772, 772, 14
773, 773, 14
774, 774, 6
775, 775, 7
776, 776, 7
777, 777, 17
778, 778, 7
779, 779, 11
780, 780, 10
781, 781, 9
782, 782, 5
783, 783, 10
784, 784, 6
785, 785, 12
786, 786, 12
787, 787, 11
788, 788, 9
789, 789, 6
790, 790, 12
791, 791, 6
792, 792, 11
793, 793, 9
794, 794, 9
795, 795, 8
796, 796, 4
797, 797, 13
798, 798, 12
799, 799, 14
800, 800, 15
801, 801, 9
802, 802, 10
803, 803, 9
804, 804, 11
805, 805, 10
806, 806, 10
807, 807, 7
808, 808, 7
809, 809, 8
810, 810, 9
811, 811, 7
812, 812, 8
813, 813, 13
814, 814, 9
815, 815, 11
816, 816, 8
817, 817, 11
818, 818, 11
819, 819, 7
820, 820, 7
821, 821, 12
822, 822, 7
823, 823, 11
824, 824, 12
825, 825, 5
826, 826, 8
827, 827, 6
828, 828, 7
829, 829, 3
830, 830, 6
831, 831, 3
832, 832, 13
833, 833, 7
834, 834, 12
835, 835, 6
836, 836, 8
837, 837, 13
838, 838, 7
839, 839, 7
840, 840, 9
841, 841, 9
842, 842, 10
843, 843, 9
844, 844, 7
845, 845, 9
846, 846, 5
847, 847, 5
848, 848, 5
849, 849, 8
850, 850, 8
851, 851, 4
852, 852, 7
853, 853, 4
854, 854, 8
855, 855, 3
856, 856, 7
857, 857, 3
858, 858, 5
859, 859, 12
860, 860, 10
861, 861, 6
862, 862, 10
863, 863, 8
864, 864, 6
865, 865, 7
866, 866, 7
867, 867, 5
868, 868, 6
869, 869, 9
870, 870, 8
871, 871, 10
872, 872, 4
873, 873, 5
874, 874, 4
875, 875, 4
876, 876, 6
877, 877, 12
878, 878, 7
879, 879, 10
880, 880, 8
881, 881, 7
882, 882, 9
883, 883, 6
884, 884, 5
885, 885, 5
886, 886, 5
887, 887, 8
888, 888, 4
889, 889, 4
890, 890, 5
891, 891, 5
892, 892, 6
893, 893, 6
894, 894, 7
895, 895, 8
896, 896, 6
897, 897, 4
898, 898, 4
899, 899, 4
900, 900, 8
901, 901, 4
902, 902, 8
903, 903, 5
904, 904, 9
905, 905, 6
906, 906, 6
907, 907, 6
908, 908, 7
909, 909, 7
910, 910, 3
911, 911, 10
912, 912, 5
913, 913, 9
914, 914, 9
915, 915, 6
916, 916, 4
917, 917, 9
918, 918, 9
919, 919, 10
920, 920, 4
921, 921, 3
922, 922, 4
923, 923, 4
924, 924, 3
925, 925, 7
926, 926, 6
927, 927, 7
928, 928, 6
929, 929, 8
930, 930, 7
931, 931, 6
932, 932, 1
933, 933, 6
934, 934, 7
935, 935, 5
936, 936, 4
937, 937, 7
938, 938, 7
939, 939, 7
940, 940, 8
941, 941, 6
942, 942, 7
943, 943, 2
944, 944, 6
945, 945, 6
946, 946, 9
947, 947, 7
948, 948, 4
949, 949, 4
950, 950, 6
951, 951, 7
952, 952, 11
953, 953, 6
954, 954, 13
955, 955, 8
956, 956, 9
957, 957, 3
958, 958, 6
959, 959, 6
960, 960, 6
961, 961, 12
962, 962, 7
963, 963, 14
964, 964, 15
965, 965, 7
966, 966, 12
967, 967, 11
968, 968, 15
969, 969, 6
970, 970, 16
971, 971, 8
972, 972, 16
973, 973, 17
974, 974, 10
975, 975, 13
976, 976, 11
977, 977, 13
978, 978, 14
979, 979, 14
980, 980, 17
981, 981, 15
982, 982, 16
983, 983, 17
984, 984, 14
985, 985, 11
986, 986, 16
987, 987, 22
988, 988, 14
989, 989, 21
990, 990, 16
991, 991, 15
992, 992, 17
993, 993, 19
994, 994, 13
995, 995, 20
996, 996, 15
997, 997, 16
998, 998, 13
999, 999, 12
1000, 1000, 14
1001, 1001, 19
1002, 1002, 9
1003, 1003, 14
1004, 1004, 13
1005, 1005, 9
1006, 1006, 10
1007, 1007, 11
1008, 1008, 9
1009, 1009, 10
1010, 1010, 7
1011, 1011, 10
1012, 1012, 12
1013, 1013, 12
1014, 1014, 10
1015, 1015, 8
1016, 1016, 9
1017, 1017, 12
1018, 1018, 7
1019, 1019, 8
1020, 1020, 9
1021, 1021, 8
1022, 1022, 8
1023, 1023, 8
1024, 1024, 0
