Start Time, Mon Nov 7 12:37:49 GMT+0100 2022
Energy calibration,  Offset: 0, Slope: 2, Quadratic: 0
Live Time (s), 127.537086
Real Time (s), 127.978867
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
526, 1052, 24
527, 1054, 31
528, 1056, 22
529, 1058, 27
530, 1060, 23
531, 1062, 19
532, 1064, 19
533, 1066, 23
534, 1068, 25
535, 1070, 26
536, 1072, 23
537, 1074, 16
538, 1076, 29
539, 1078, 23
540, 1080, 22
541, 1082, 20
542, 1084, 13
543, 1086, 19
544, 1088, 23
545, 1090, 15
546, 1092, 23
547, 1094, 23
548, 1096, 21
549, 1098, 16
550, 1100, 18
551, 1102, 33
552, 1104, 26
553, 1106, 13
554, 1108, 18
555, 1110, 28
556, 1112, 19
557, 1114, 16
558, 1116, 27
559, 1118, 19
560, 1120, 18
561, 1122, 23
562, 1124, 14
563, 1126, 10
564, 1128, 22
565, 1130, 18
566, 1132, 17
567, 1134, 18
568, 1136, 14
569, 1138, 13
570, 1140, 17
571, 1142, 28
572, 1144, 15
573, 1146, 18
574, 1148, 24
575, 1150, 19
576, 1152, 16
577, 1154, 23
578, 1156, 16
579, 1158, 17
580, 1160, 20
581, 1162, 11
582, 1164, 16
583, 1166, 25
584, 1168, 8
585, 1170, 24
586, 1172, 18
587, 1174, 16
588, 1176, 16
589, 1178, 25
590, 1180, 12
591, 1182, 32
592, 1184, 18
593, 1186, 8
594, 1188, 16
595, 1190, 17
596, 1192, 18
597, 1194, 18
598, 1196, 17
599, 1198, 21
600, 1200, 15
601, 1202, 21
602, 1204, 27
603, 1206, 16
604, 1208, 18
605, 1210, 18
606, 1212, 11
607, 1214, 20
608, 1216, 9
609, 1218, 19
610, 1220, 15
611, 1222, 24
612, 1224, 19
613, 1226, 25
614, 1228, 19
615, 1230, 18
616, 1232, 16
617, 1234, 16
618, 1236, 26
619, 1238, 20
620, 1240, 16
621, 1242, 15
622, 1244, 11
623, 1246, 25
624, 1248, 18
625, 1250, 13
626, 1252, 25
627, 1254, 27
628, 1256, 16
629, 1258, 20
630, 1260, 20
631, 1262, 18
632, 1264, 13
633, 1266, 25
634, 1268, 16
635, 1270, 20
636, 1272, 28
637, 1274, 25
638, 1276, 23
639, 1278, 12
640, 1280, 19
641, 1282, 20
642, 1284, 16
643, 1286, 23
644, 1288, 19
645, 1290, 21
646, 1292, 28
647, 1294, 17
648, 1296, 22
649, 1298, 16
650, 1300, 12
651, 1302, 20
652, 1304, 27
653, 1306, 21
654, 1308, 16
655, 1310, 23
656, 1312, 12
657, 1314, 20
658, 1316, 15
659, 1318, 23
660, 1320, 25
661, 1322, 20
662, 1324, 24
663, 1326, 16
664, 1328, 25
665, 1330, 21
666, 1332, 30
667, 1334, 22
668, 1336, 24
669, 1338, 22
670, 1340, 21
671, 1342, 21
672, 1344, 15
673, 1346, 24
674, 1348, 13
675, 1350, 21
676, 1352, 26
677, 1354, 20
678, 1356, 20
679, 1358, 21
680, 1360, 16
681, 1362, 15
682, 1364, 26
683, 1366, 14
684, 1368, 20
685, 1370, 23
686, 1372, 14
687, 1374, 24
688, 1376, 14
689, 1378, 26
690, 1380, 14
691, 1382, 14
692, 1384, 11
693, 1386, 20
694, 1388, 20
695, 1390, 21
696, 1392, 14
697, 1394, 15
698, 1396, 20
699, 1398, 25
700, 1400, 15
701, 1402, 18
702, 1404, 13
703, 1406, 18
704, 1408, 18
705, 1410, 11
706, 1412, 30
707, 1414, 13
708, 1416, 12
709, 1418, 19
710, 1420, 19
711, 1422, 22
712, 1424, 19
713, 1426, 18
714, 1428, 17
715, 1430, 20
716, 1432, 21
717, 1434, 19
718, 1436, 13
719, 1438, 12
720, 1440, 15
721, 1442, 13
722, 1444, 21
723, 1446, 20
724, 1448, 19
725, 1450, 22
726, 1452, 19
727, 1454, 15
728, 1456, 15
729, 1458, 14
730, 1460, 15
731, 1462, 13
732, 1464, 10
733, 1466, 13
734, 1468, 12
735, 1470, 16
736, 1472, 13
737, 1474, 15
738, 1476, 19
739, 1478, 14
740, 1480, 21
741, 1482, 16
742, 1484, 14
743, 1486, 12
744, 1488, 14
745, 1490, 16
746, 1492, 18
747, 1494, 13
748, 1496, 12
749, 1498, 22
750, 1500, 10
751, 1502, 16
752, 1504, 19
753, 1506, 13
754, 1508, 12
755, 1510, 10
756, 1512, 9
757, 1514, 11
758, 1516, 22
759, 1518, 14
760, 1520, 18
761, 1522, 20
762, 1524, 15
763, 1526, 12
764, 1528, 10
765, 1530, 16
766, 1532, 18
767, 1534, 12
768, 1536, 17
769, 1538, 18
770, 1540, 12
771, 1542, 11
772, 1544, 12
773, 1546, 14
774, 1548, 11
775, 1550, 18
776, 1552, 16
777, 1554, 12
778, 1556, 20
779, 1558, 14
780, 1560, 12
781, 1562, 13
782, 1564, 13
783, 1566, 8
784, 1568, 12
785, 1570, 13
786, 1572, 10
787, 1574, 16
788, 1576, 12
789, 1578, 17
790, 1580, 9
791, 1582, 15
792, 1584, 21
793, 1586, 16
794, 1588, 11
795, 1590, 13
796, 1592, 5
797, 1594, 8
798, 1596, 10
799, 1598, 11
800, 1600, 6
801, 1602, 16
802, 1604, 15
803, 1606, 2
804, 1608, 15
805, 1610, 9
806, 1612, 13
807, 1614, 15
808, 1616, 17
809, 1618, 10
810, 1620, 12
811, 1622, 13
812, 1624, 13
813, 1626, 13
814, 1628, 13
815, 1630, 7
816, 1632, 11
817, 1634, 11
818, 1636, 18
819, 1638, 14
820, 1640, 14
821, 1642, 19
822, 1644, 20
823, 1646, 7
824, 1648, 15
825, 1650, 14
826, 1652, 15
827, 1654, 16
828, 1656, 17
829, 1658, 15
830, 1660, 21
831, 1662, 18
832, 1664, 25
833, 1666, 16
834, 1668, 21
835, 1670, 30
836, 1672, 24
837, 1674, 31
838, 1676, 27
839, 1678, 18
840, 1680, 21
841, 1682, 37
842, 1684, 24
843, 1686, 36
844, 1688, 30
845, 1690, 35
846, 1692, 30
847, 1694, 33
848, 1696, 27
849, 1698, 35
850, 1700, 35
851, 1702, 44
852, 1704, 39
853, 1706, 43
854, 1708, 36
855, 1710, 45
856, 1712, 48
857, 1714, 44
858, 1716, 52
859, 1718, 53
860, 1720, 52
861, 1722, 49
862, 1724, 49
863, 1726, 53
864, 1728, 52
865, 1730, 48
866, 1732, 45
867, 1734, 61
868, 1736, 52
869, 1738, 56
870, 1740, 55
871, 1742, 52
872, 1744, 40
873, 1746, 45
874, 1748, 49
875, 1750, 38
876, 1752, 43
877, 1754, 58
878, 1756, 43
879, 1758, 40
880, 1760, 55
881, 1762, 47
882, 1764, 39
883, 1766, 49
884, 1768, 35
885, 1770, 46
886, 1772, 32
887, 1774, 27
888, 1776, 39
889, 1778, 40
890, 1780, 35
891, 1782, 36
892, 1784, 37
893, 1786, 26
894, 1788, 33
895, 1790, 22
896, 1792, 29
897, 1794, 33
898, 1796, 33
899, 1798, 27
900, 1800, 22
901, 1802, 21
902, 1804, 25
903, 1806, 22
904, 1808, 20
905, 1810, 23
906, 1812, 17
907, 1814, 23
908, 1816, 25
909, 1818, 15
910, 1820, 18
911, 1822, 23
912, 1824, 22
913, 1826, 12
914, 1828, 14
915, 1830, 18
916, 1832, 24
917, 1834, 14
918, 1836, 15
919, 1838, 10
920, 1840, 13
921, 1842, 17
922, 1844, 20
923, 1846, 13
924, 1848, 11
925, 1850, 14
926, 1852, 9
927, 1854, 15
928, 1856, 7
929, 1858, 14
930, 1860, 22
931, 1862, 15
932, 1864, 19
933, 1866, 19
934, 1868, 14
935, 1870, 17
936, 1872, 11
937, 1874, 13
938, 1876, 17
939, 1878, 19
940, 1880, 18
941, 1882, 13
942, 1884, 9
943, 1886, 14
944, 1888, 18
945, 1890, 13
946, 1892, 13
947, 1894, 15
948, 1896, 17
949, 1898, 13
950, 1900, 20
951, 1902, 14
952, 1904, 11
953, 1906, 10
954, 1908, 16
955, 1910, 17
956, 1912, 18
957, 1914, 13
958, 1916, 15
959, 1918, 10
960, 1920, 13
961, 1922, 22
962, 1924, 18
963, 1926, 15
964, 1928, 12
965, 1930, 16
966, 1932, 15
967, 1934, 13
968, 1936, 11
969, 1938, 11
970, 1940, 18
971, 1942, 22
972, 1944, 16
973, 1946, 12
974, 1948, 23
975, 1950, 14
976, 1952, 17
977, 1954, 17
978, 1956, 17
979, 1958, 11
980, 1960, 14
981, 1962, 15
982, 1964, 18
983, 1966, 14
984, 1968, 13
985, 1970, 19
986, 1972, 18
987, 1974, 16
988, 1976, 17
989, 1978, 23
990, 1980, 23
991, 1982, 20
992, 1984, 16
993, 1986, 21
994, 1988, 23
995, 1990, 23
996, 1992, 17
997, 1994, 17
998, 1996, 16
999, 1998, 16
1000, 2000, 20
1001, 2002, 17
1002, 2004, 20
